,job_position,job_id,company_name,job_location,job_posting_date,skill,senority_level,employment_type,job_function,industry
279,QA Automation Engineer- SDET,4146563507,LTIMindtree,"Pune, Maharashtra, India",2025-02-07,"['python', 'HTML', 'CSS', 'SQL', 'Jenkins', 'Automation', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
280,Data Analyst,4141449896,Flexmoney Technologies Pvt Ltd,"Mumbai, Maharashtra, India",2025-02-04,"['python', 'SQL', 'R', 'Machine Learning', 'Big Data', 'Data Analysis', 'Power BI']",Associate,Full-time,Analyst,Financial Services
281,Senior Python Developer,3967662422,Salt Technologies,"Pune, Maharashtra, India",2024-07-05,"['python', 'Flask', 'FastAPI', 'Bash', 'Git', 'NLP']",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting
282,Data Operator || Work From Home |,4113189346,Aspect Solution,"Mumbai, Maharashtra, India",2025-01-03,"['python', 'JavaScript', 'HTML']",Entry level,Full-time,Information Technology,Staffing and Recruiting
283,Python Fullstack Developer,4151007258,Sir H.N. Reliance Foundation Hospital & Research Centre,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'Django', 'Flask']",Mid-Senior level,Full-time,Engineering and Information Technology,Hospitals and Health Care
284,"Python Developer (Python, Knowledge in DevOps & CI/CD)(Andheri East, Mumbai)(4+ years)_Bharti",4037133392,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['python', 'Django', 'C++', 'Flask']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
285,Software Test Engineer,4146009672,Larsen & Toubro,"Pune, Maharashtra, India",2025-02-06,"['python', 'JavaScript', 'C++', 'Git', 'Automation', 'Scrum', 'Software Testing', 'Selenium', 'JIRA', 'Performance Testing']",Mid-Senior level,Full-time,"Engineering, Information Technology, and Quality Assurance","Engineering Services, Telecommunications, and Technology, Information and Media"
286,SDET,4117410006,Kodo,"Pune, Maharashtra, India",2025-01-06,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'CSS', 'Node.js', 'Kotlin', 'Backend Development', 'Full Stack Development', 'Automation', 'Selenium', 'JIRA']",Associate,Full-time,Engineering and Information Technology,Financial Services
287,Python Developer,4134847126,Securly,"Pune, Maharashtra, India",2025-01-26,"['python', 'Django', 'Bash', 'Big Data', 'NoSQL', 'Scripting']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
288,Technical Analyst - Research - Derivative,4140114364,Aditya Birla Capital,Mumbai Metropolitan Region,2025-01-31,"['python', 'JavaScript', 'HTML', 'SQL', 'Data Analysis']",Entry level,Full-time,Information Technology,Financial Services
289,Data Scientist,4073741300,Veracity Software Inc,"Pune, Maharashtra, India",2024-11-13,"['python', 'R', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Scikit-Learn', 'Hugging Face', 'Data Science', 'Hadoop']",Mid-Senior level,Full-time,Other,IT Services and IT Consulting
290,QA Functional Tester,4151031449,Reliance Industries Limited,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'java', 'SQL']",Director,Full-time,Information Technology,Oil and Gas
291,Data Center Mechanical Engineer,4151226258,Google,"Mumbai, Maharashtra, India",2025-02-12,"['python', 'JavaScript', 'HTML', 'SQL', 'Google Cloud', 'Cloud Computing', 'Networking']",Not Applicable,Full-time,Information Technology and Engineering,"Information Services and Technology, Information and Internet"
292,"Python,Pyspark",4146315611,Natobotics,"Pimpri Chinchwad, Maharashtra, India",2025-02-10,"['python', 'Docker', 'Azure', 'Scikit-Learn', 'Data Science', 'Hadoop', 'Spark', 'Unit Testing']",Mid-Senior level,Full-time,Other,IT Services and IT Consulting
293,Internship - Seeking Full Stack ML Engineer/Python & Flask Web Developer Intern that prioritizes work/life balance,4138463676,Dendrite.ai,"Pune, Maharashtra, India",2025-01-29,"['python', 'JavaScript', 'MongoDB', 'Flask', 'Data Science', 'Spark', 'Backend Development', 'Competitive Programming']",Internship,Part-time,Information Technology,Software Development
294,SQL Developer,4129898862,Hexaware Technologies,"Pune, Maharashtra, India",2025-01-22,"['python', 'HTML', 'R', 'DBMS', 'Scripting', 'Data Analysis', 'Power BI']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
295,Research Scientist,4127824479,Godrej Industries Group,"Mumbai, Maharashtra, India",2025-01-17,"['python', 'Machine Learning']",Mid-Senior level,Full-time,Other,Holding Companies
296,Internshi - Data Science,4131147283,PayU,"Mumbai, Maharashtra, India",2025-01-21,"['python', 'java', 'Go', 'R', 'Machine Learning', 'Deep Learning', 'Data Science', 'Big Data', 'Data Analysis']",Internship,Full-time,Engineering and Information Technology,Financial Services
297,Required Python Developer Intern,4151020578,Accobridge Solutions,"Pune, Maharashtra, India",2025-02-13,"['python', 'HTML', 'Bash']",Entry level,Internship,Information Technology,"Technology, Information and Internet"
298,AI Intern,4152874556,i2e Consulting,"Nagpur division, India",2025-02-14,"['python', 'HTML', 'Git']",Executive,Internship,Engineering and Information Technology,IT Services and IT Consulting
299,Trainee,4099711275,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C++', 'C', 'HTML']",Internship,Full-time,Other,Industrial Machinery Manufacturing
300,Associate Data Analyst,4124663332,Eaton,"Pune, Maharashtra, India",2025-02-07,"['python', 'JavaScript', 'CSS', 'SQL', 'R', 'Machine Learning', 'Big Data', 'Data Analysis', 'Power BI']",Not Applicable,Full-time,Other,"Appliances, Electrical, and Electronics Manufacturing"
301,Trainee,4099710335,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C', 'HTML']",Internship,Full-time,Other,Industrial Machinery Manufacturing
302,Python & Java / R Code Developer,4015684939,Epergne Solutions,"Pune, Maharashtra, India",2024-09-02,"['python', 'FastAPI', 'Backend Development']",Mid-Senior level,Full-time,Other,IT Services and IT Consulting
303,Marketing Analytics Associate (Based in Dubai),4148275887,Property Finder,"Mumbai, Maharashtra, India",2025-02-10,"['python', 'Machine Learning', 'Data Science']",Associate,Full-time,"Strategy/Planning, Analyst, and Consulting",Internet Marketplace Platforms
304,Python + Linux,4037131047,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['python', 'Django', 'Shell Scripting', 'Linux', 'Bash']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
305,QA - Test Engineer - Fresher,4134525833,Avegen,"Pune, Maharashtra, India",2025-01-25,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'Automation', 'Scrum', 'Selenium', 'JIRA']",Entry level,Full-time,Quality Assurance,Hospitals and Health Care
306,Python JavaScript Developer,4042553797,YO IT CONSULTING,"Pune, Maharashtra, India",2024-09-24,"['python', 'JavaScript', 'MongoDB', 'TypeScript', 'Backend Development', 'Full Stack Development']",Mid-Senior level,Contract,Engineering and Information Technology,"Technology, Information and Internet"
307,SQL Developers Apprentice,4151016637,Gigafactor Solutions,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'JavaScript', 'HTML', 'SQL']",Entry level,Internship,Information Technology,IT Services and IT Consulting
308,Senior Business Analyst,4137699267,Tech Mahindra,"Navi Mumbai, Maharashtra, India",2025-01-29,"['python', 'HTML', 'SQL', 'Data Analysis']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
309,Trainee,4099710330,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C++', 'C', 'HTML']",Internship,Full-time,Other,Industrial Machinery Manufacturing
310,SQL or MySQL Developer Intern,4150791698,Accobridge Solutions,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'SQL']",Entry level,Internship,Information Technology,"Technology, Information and Internet"
311,Junior Back-end Developer,4144870484,Winvesta,Mumbai Metropolitan Region,2025-01-11,"['python', 'java', 'Django', 'JavaScript', 'CSS', 'SQL', 'MongoDB', 'FastAPI', 'Node.js', 'RESTful APIs', 'Backend Development', 'Competitive Programming']",Entry level,Full-time,Engineering and Information Technology,Financial Services
312,Business Intelligence Associate,4119227308,PubMatic,"Pune, Maharashtra, India",2025-01-30,"['python', 'SQL', 'AWS', 'Google Cloud', 'Hadoop', 'Spark', 'Data Analysis']",Associate,Full-time,"Information Technology, Analyst, and Finance","Technology, Information and Internet"
313,Engineer,4145739614,Tech Mahindra,"Pune, Maharashtra, India",2025-02-07,"['python', 'JavaScript', 'C++', 'C', 'CSS', 'Git', 'Power BI']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
314,Junior Backend Engineer,4151035953,Infraveo Technologies,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'Django', 'JavaScript', 'CSS', 'SQL', 'MongoDB', 'PostgreSQL', 'Flask', 'Node.js', 'Terraform']",Associate,Contract,Information Technology,IT Services and IT Consulting
315,"Software Engineer, Data Tools",4084261319,DoorDash,"Pune, Maharashtra, India",2025-02-15,"['python', 'java', 'JavaScript', 'C++', 'Node.js', 'Go', 'Big Data', 'Spark', 'Data Structures', 'Backend Development', 'Kafka']",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
316,Trainee,4099710332,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C++', 'C']",Internship,Full-time,Other,Industrial Machinery Manufacturing
317,SQL Developer Job,4148732767,YASH Technologies,"Pune, Maharashtra, India",2025-02-12,"['python', 'Big Data', 'Hadoop', 'Spark', 'Power BI']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
318,Trainee,4099707714,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'C++', 'C']",Internship,Full-time,Other,Industrial Machinery Manufacturing
319,Required Data Analytics Trainee,4150710194,Accobridge Solutions,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'SQL']",Entry level,Full-time,Information Technology,"Technology, Information and Internet"
320,Developer,4150022498,Wipro,"Pune, Maharashtra, India",2025-02-11,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'Git']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
321,Data Analyst for MEL,4117245573,ATRIOS Consulting,Mumbai Metropolitan Region,2025-01-06,"['python', 'SQL', 'R', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Associate,Full-time,Information Technology,Civic and Social Organizations and Non-profit Organizations
322,Business Analyst - Founder's Office,4149477714,mCaffeine,"Mumbai, Maharashtra, India",2025-02-13,"['python', 'HTML', 'SQL', 'Data Analysis']",Mid-Senior level,Full-time,"Analyst, Consulting, and Strategy/Planning",Retail Health and Personal Care Products and Personal Care Product Manufacturing
323,Python Developers (On-site),4140112555,TIH | IIT Bombay,"Mumbai, Maharashtra, India",2025-01-31,"['python', 'Django', 'C++', 'Flask', 'Bash', 'Git', 'Machine Learning', 'TensorFlow', 'PyTorch', 'Scripting']",Associate,Contract,Other,Research Services
324,Trainee,4099710336,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C']",Internship,Full-time,Other,Industrial Machinery Manufacturing
325,IN_Associate_ Python Quant_Captives Financial Risk_Advisory_Mumbai,4137502368,PwC India,"Mumbai, Maharashtra, India",2025-01-28,['python'],Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Business Consulting and Services
326,Application Developer,4150708450,Reliance Industries Limited,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'C++', 'CSS']",Director,Full-time,Information Technology,Oil and Gas
327,Trainee,4099712227,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C++', 'C', 'HTML']",Internship,Full-time,Other,Industrial Machinery Manufacturing
328,DIGITAL DELIVERY MANAGER,4132213224,Jaguar Land Rover India,"Pune, Maharashtra, India",2025-01-22,"['python', 'java', 'AWS', 'Azure', 'Terraform', 'Ansible', 'Software Architecture', 'Microservices', 'DevOps', 'Networking', 'Automation', 'Scrum']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development and IT System Custom Software Development
329,Trainee,4099710331,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C++', 'C', 'HTML', 'SQL']",Internship,Full-time,Other,Industrial Machinery Manufacturing
330,Research Analyst,4148217496,IMC Trading,"Mumbai, Maharashtra, India",2025-02-10,['python'],Mid-Senior level,Full-time,"Research, Finance, and Other",Financial Services
331,Associate Software Engineer (Java Support),4132275885,Rockwell Automation,"Pune, Maharashtra, India",2025-02-15,"['python', 'JavaScript', 'C++', 'CSS', 'SQL', 'Node.js', 'Angular', 'AWS', 'Software Architecture', 'Data Structures', 'Backend Development', 'Android Development']",Entry level,Full-time,Engineering and Information Technology,Automation Machinery Manufacturing
332,Sr. Engineer,4138082565,Larsen & Toubro,"Hadgaon, Maharashtra, India",2025-01-29,"['python', 'JavaScript']",Mid-Senior level,Full-time,Engineering and Information Technology,Executive Offices
333,"Sr. Analyst, Business Analytics",4136091550,Colgate-Palmolive,Mumbai Metropolitan Region,2025-01-27,"['python', 'SQL', 'R', 'Data Science', 'Data Analysis', 'Snowflake']",Not Applicable,Full-time,"Research, Analyst, and Information Technology","Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Retail"
334,Trainee,4099706940,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C++', 'C', 'HTML']",Internship,Full-time,Other,Industrial Machinery Manufacturing
336,Process Engineer - Petrochemical & Refining,4144339016,Aggreko,"Pune, Maharashtra, India",2025-02-05,['python'],Mid-Senior level,Full-time,Management and Manufacturing,Utilities
337,HCL Hiring - Frontend Developer @Pune,4137385323,HCLTech,"Pune, Maharashtra, India",2025-01-30,"['python', 'java', 'JavaScript', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'React', 'Spark', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Scrum']",Mid-Senior level,Full-time,Business Development,IT Services and IT Consulting
338,Frontend Developer,4131100358,Wissen Technology,"Pune, Maharashtra, India",2025-01-21,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'React', 'Angular', 'Frontend Development', 'Full Stack Development']",Associate,Full-time,Engineering,IT Services and IT Consulting
339,React JS,4112873792,Infosys,"Pune, Maharashtra, India",2025-01-29,"['python', 'JavaScript', 'HTML', 'CSS', 'React', 'AWS', 'Git', 'Data Structures', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Unit Testing', 'UI/UX Design']",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting
340,Data Anlayst,4065710359,Ethinos,"Navi Mumbai, Maharashtra, India",2024-11-06,"['python', 'CSS', 'R', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Mid-Senior level,Full-time,Information Technology,Advertising Services
341,Jr. Data Scientist,4151015544,Infraveo Technologies,"Pune, Maharashtra, India",2025-02-13,"['python', 'SQL', 'R']",Associate,Contract,Information Technology,IT Services and IT Consulting
342,Trainee,4099713110,DANA SAC México,"Khed, Maharashtra, India",2024-12-13,"['python', 'JavaScript', 'C++', 'HTML']",Internship,Full-time,Other,Industrial Machinery Manufacturing
